recipe_name,recipe_url,servings_text,cook_time_text,index_page,description,recipe_yield,prep_time,cook_time,total_time,ingredients,instructions,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,is_low_fodmap,parse_status
Pumpkin hummus,https://www.monashfodmap.com/recipe/pumpkin-hummus/,Serves: 6,Cook: 30 minutes,11,A low FODMAP alternative to give your regular hommus a run for its money!,6,PT5M,PT30M,PT35M,"Kent/jarrahdale pumpkin, peeled and cut into 2cm cubes | 2 tbs tahini | 2 tbs garlic infused olive oil | 1 tsp cumin | 1 tbs natural or greek yoghurt | 1 tbs lemon juice | 1 tsp sea salt","Place the pumpkin in a medium sized saucepan over medium heat, with 2 tbs water and salt and cover with a lid. Cook for 15-20 mins, stirring every few minutes. Add extra water in if the pumpkin looks like it&#x27;s drying out. Once the pumpkin is extra soft, allow to cool. | Once the pumpkin has cooled, place pumpkin, tahini, salt, olive oil and cumin into a food processor. If you don&#x27;t have a food processor, the pumpkin should be soft enough to mix with a fork/whisk. Mix until the consistency is smooth. | Take out the pumpkin mix and pour into serving bowl. Stir through yoghurt. Add extra salt or pepper, to your desired taste.",616.0,3.46,7.68,10.81,3.13,5.53,True,ok
South Indian Avial Curry,https://www.monashfodmap.com/recipe/south-indian-avial-curry/,Serves: 2,Cook: 20 minutes,11,"Transport yourself to the beautiful backwaters of Kerala in southern India, with our fragrant avial curry.",2,PT10M,PT20M,PT30M,"Bean, cluster/guar | Bean, Indian valor | Drumstick, moringa | Gourd, Ivy/Tindora | Yam | Potato, 1 medium | Green chillies (2-3 as per taste) | Fresh coconut | Curry leaves (3-4 leaves) | Red chilli (whole, 1-2) | Cumin seeds | Mustard seeds | Turmeric powder | Salt (or as per taste) | Lactose free natural yoghurt/curd | Coconut oil","Grind coconut, green chillies and cumin seeds to a fine paste. Add little water, if needed to make a smooth paste | Boil all the vegetables in salt water. Drain and keep aside, when semi soft. | Heat oil in a pan, add the boiled vegetables, coconut-chilli paste, turmeric powder, 1/4th cup of water and cook for 5 minutes | Add yoghurt, salt (if needed), ½ cup of water and cook covered for another minute or so. Turn the flame off and keep covered till we prepare the tempering for avial. | For tempering, heat coconut oil (if available, using coconut oil gives an authentic coconut flavor to the dish) or any other cooking oil (if you don’t have coconut oil). Add mustard seeds, curry leaves and a green chilli. Turn the flame off as the seeds start to splutter. | Pour this tempering over the avial, stir gently and serve.",2075.6,7.7,26.4,37.5,4.0,8.9,True,ok
Paneer Butter Masala,https://www.monashfodmap.com/recipe/paneer-butter-masala/,Serves: 2,Cook: 20 mins,11,A delicious vegetarian Indian curry,2,PT5M,PT20M,PT25M,"Paneer cheese | Tomato, diced | fresh ginger | green chillies (as per taste) | cumin seeds | Cardamom pod, black | cinnamon stick | salt | red chilli powder (as per taste) | turmeric powder | garam masala powder | dried fenugreek leaves | peanuts | oil/clarified butter (ghee) | fresh cream (lactose free if required) - optional | Fresh coriander leaves, chopped (to garnish)","Grind tomato, ginger, green chillies, peanuts, cinnamon and cardamom together into a smooth paste. | Heat oil in pan. Add cumin seeds and as the seeds start to brown, add the smooth paste that was prepared in the above step. Stir gently. Add salt and cook on a low to medium heat until you can see oil separating out of the paste. This may take 3-5 minutes and you may sprinkle little (1 Tbsp) of water, if the paste starts sticking to the pan. | Once the paste is cooked, add turmeric powder, red chilli powder, garam masala powder and dried fenugreek leaves and stir gently for a minute or so. If adding cream, then you may add cream in this step after adding dry spice powders. Add 1 cup of water. Mix well and cook for 3-4 minutes. | Add paneer and cook covered on low to medium heat for 4-5 minutes. | Add water as per desired consistency of gravy. Add chopped fresh coriander leaves as garnish to serve.",1963.0,17.55,7.71,40.21,5.0,5.02,True,ok
Miso Salmon - Recipe by Gourmend Foods,https://www.monashfodmap.com/recipe/miso-salmon-recipe-gourmend-foods/,Serves: 2-3,Cook: 15-20 minutes,12,"This flavorful salmon dish will brighten up your day. If wild salmon is in-season and in-budget, all the better, but any responsibly sourced farmed salmon works great too.",2-3,PT5M,PT20M,PT25M,"1 large piece salmon, or 3 small fillets if preferred | miso paste | rice vinegar | soy sauce | pure maple syrup | Gourmend garlic scape powder | Salt and pepper, to taste","Sprinkle your salmon with some salt and pepper. Mix together the miso paste, rice vinegar, soy sauce, maple syrup and garlic scape powder and then rub the mixture all over the fish. Depending on the size of your piece(s), you may not need to use all of the mixture. Just give the salmon a nice, even coat. | Heat your oven to 400°F (200°C), line a rimmed sheet pan with foil and place a wire rack on top. This method will help to evenly distribute your oven’s heat around the fish when you cook it. Put the fillets on the wire rack and place in the oven. | Cooking for 15-20 minutes should do the trick. Check the fish with an instant-read thermometer and when it reads about 130°F (55°C), dinner is ready. Don’t have a food thermometer? Just gently press down on the top of the filet with a fork or your finger – If the layers separate easily along the white lines across the fish, it’s done. | Remove fish from the oven and let rest for 5 minutes before cutting. For garnish, feel free to sprinkle some lime juice and/or cilantro on top. Serve over brown or white rice, paired with a low-FODMAP vegetable and enjoy!",1557.0,32.3,4.0,26.0,0.3,2.6,True,ok
Slow cooked herby roast chicken,https://www.monashfodmap.com/recipe/herby-roast-chicken/,Serves: 6,Cook: 1 hour 50 minutes,12,,,,,,,,,,,,,,True,missing_json_ld
Chicken Ramen Noodle Soup,https://www.monashfodmap.com/recipe/chicken-ramen-noodle-soup/,Serves: 2,Cook: 45 minutes,12,A warming &amp; delicious low FODMAP Japanese inspired dish that is simple and easy to make at home!,2,PT15M,PT45M,PT60M,"chicken breast fillets | garlic infused olive oil | sesame oil | fresh ginger, minced | soy sauce | rice wine vinegar | white sugar | low FODMAP chicken stock | bok choy, separated into pieces | eggs | green spring onion tops, finely chopped | Dry rice noodles or soba noodles | Salt and pepper, to taste","Preheat oven to 180°C (375°F). Season the chicken generously with salt and pepper. Add garlic infused olive oil to a large, oven-safe pan over medium heat. Add the chicken and cook ~5 mins on each side until golden brown. Transfer the pan to the oven and roast for 15-20 minutes, until the chicken is cooked through. Remove from the oven, transfer the chicken to a plate and cover with foil until ready to serve. | Meanwhile, heat the sesame oil in a large pot over medium heat, until shimmering. Add the ginger, and cook for a few minutes until softened. Add the soy sauce, rice wine vinegar and sugar and stir to combine. Cook for another minute. Add the stock, cover, and bring to boil. Remove the lid, and let simmer uncovered for 5 minutes, then add the bok choy. Simmer gently for another few minutes (until bok choy is wilted), and season with salt, to taste. | To make the soft-boiled eggs, fill a pot with enough water to cover the eggs, and bring to a boil. Gently lower the eggs into the boiling water, and let simmer for ~ 8 mins. | When cooked, use a slotted spoon to remove eggs from pot (keep water to cook noodles) into a bowl of cold water to stop the cooking process. When eggs are cool enough to handle, carefully peel away the shell and slice in half, lengthwise. Set aside until ready to serve. | Slice the chicken into thin pieces. Set aside. When the eggs finish cooking, add the noodles to the boiling water. Cook for 2-3 minutes, until soft, then divide the noodles into two large bowls. Add the sliced chicken and the ramen broth. Top with the sliced spring onion tops and soft boiled egg. Serve immediately.",2427.0,54.5,46.0,18.5,2.5,8.0,True,ok
Tomatillo Salsa Verde,https://www.monashfodmap.com/recipe/tomatillo-salsa-verde/,Serves: 10 (1/4 cup serves),Cook: 7 minutes,12,,,,,,,,,,,,,,True,missing_json_ld
Lemon & Blueberry Cheesecake Slice,https://www.monashfodmap.com/recipe/lemon-blueberry-cheesecake-slice/,Serves: 12,Cook: 4 hours 30 minutes,13,An excellent dessert to share,12,PT15M,PT30M,PT45M,"Sweet plain biscuits (e.g. Arrowroot biscuit) | tbsp butter, melted | 1 packet of reduced fat cream cheese (lactose free if required) | 3/4 cup plain lactose free yoghurt | ⅓ cup caster sugar | tbsp lemon juice | Zest of 1 lemon | 1 tsp vanilla extract | Cornflour (corn starch) | 2 egg whites | 1 cup fresh blueberries or raspberries (can use froze)","To make the base | Preheat oven to 180°C (350°F) and line a 20cm x 20cm (8 inch x 8 inch) slice tray with baking paper, leaving some paper overhanging on the sides. | Add the sweet plain biscuits to a food processor and pulse until they form a fine crumb. Add melted butter and pulse again until mixture comes together. Pour mixture into prepared slice tray and press down firmly using your hands or the back of a spoon. Bake in oven for 10 minutes or until lightly golden and then set aside to cool. | To make the filling: | Using a hand/stand mixer or food processor, beat cream cheese and yoghurt together until smooth and well combined. Next, beat in caster sugar, lemon juice, zest, vanilla extract, cornflour and egg whites (add one at a time). Continue to beat until mixture is light, fluffy and well combined. | Finally, gently stir through the berries until just combined. | Pour the filling over the prepared base and bake in the oven at 180°C (350°F) for approximately 25-30 minutes. | Remove cheesecake from oven and set aside to cool for 30 minutes or so before transferring to the fridge. Refrigerate for at least 4 hours (preferably overnight) before serving. | Cut cheesecake into bars to serve!",791.0,6.2,20.4,8.7,1.0,14.8,True,ok
Creamy Potato Bake with Manchego Cheese & Jalapeños,https://www.monashfodmap.com/recipe/creamy-potato-bake-manchego-cheese-jalape%C3%B1os/,Serves: 6,Cook: 2 hours,12,This potato bake recipe is a sensational combination of Spanish flavours,6,PT20M,PT120M,PT140M,"3 large washed potatoes, scrubbed, sliced 3mm thick (a mandolin is useful) | ¾ cup low fat milk (lactose free if required) | ⅔ cup thickened cream | 1 tbsp Dijon mustard | ⅔ tbsp garlic infused oil | salt (to taste, see tip below) | ½ tsp cracked black pepper (to taste) | ½ cup green onion tops, finely sliced | 1 tsp smoked paprika | ½ tsp dried oregano flakes | ¼ cup pickled jalapenos, finely sliced (optional) | ½ cup finely crumbled or grated Manchego cheese + ⅓ cup for the topping | Olive oil spray for the baking dish","Combine all the ingredients except potatoes and the extra Manchego cheese in a large bowl. Add the potato slices and mix well. | Press the potatoes in a large lightly oiled baking dish (preferably one with a lip), taking care with the top layer to ensure it is flat, compressed and almost covered with the cream mixture. Cover the tray with non-stick cooking paper then aluminium foil and seal the edges as much as possible. | In a preheated 170°C/338°F oven, bake for 1 hour 20 minutes, then remove the paper and foil and scatter the remaining cheese on top. | Cook, uncovered, at 160°C/320°F for a further 30 minutes or until the cheese is nicely golden and potatoes are easily pierced with a skewer. Rest for 5 minutes then score the top into portions. Serve immediately. | Serving Suggestions: | This potato bake goes very well with lean proteins such as chicken, fish, lamb or beef and a low FODMAP salad such as the Mexican slaw found in our app.",1210.0,8.3,22.7,18.9,2.2,4.4,True,ok
Warm Chicken and Roast vegetable salad,https://www.monashfodmap.com/recipe/warm-chicken-and-roast-vegetable-salad/,Serves: 4,Cook: 10 minutes,13,This tasty and different salad uses the newly tested endive or frisée which has a hint of bitterness but adds a refreshing flavour to a beautiful salad.,4,PT10M,PT10M,PT20M,"2 medium chicken breast cut into 1½ cm strips, lightly oiled and seasoned to taste | 1/2 large red capsicum, ends trimmed and deseeded, 1½ cm strips, lightly oiled | 1 large green capsicum, ends trimmed and deseeded, 1½ cm strips, lightly oiled | 1 small zucchini, 1 cm slices, lightly oiled | 8 medium cherry tomatoes, halved | 4 loosely packed cups curly endive, washed, dried and ripped into short sections | 1 loosely packed cup basil leaves | apple cider vinaigrette* (see link in hints) | 1 Tbsp Dijon mustard (optional) | ½ cup lightly roasted walnuts halves | 4 x thick slices haloumi, sliced 1½ cm/0.6 inch | olive oil spray for bbq&#x27;d ingredients and chicken | 4 chunky wedges of lemon or lime","Prepare the vinaigrette and place the required amount (adding the mustard if you are using it) in the salad serving bowl. A nice twist is to substitute 1/4 of the olive oil with walnut oil. | Heat a ridged grill pan or cleaned BBQ over a high heat. BBQ the vegetables until lightly cooked (about 3 minutes on each side). Remove and place straight into the large bowl with the vinaigrette tossing while you go. Lastly BBQ the chicken until just cooked (about 2 minutes on each side and mix. | Mix the endive, tomatoes and basil into the vegetable and chicken and lightly toss. Serve immediately while it still warm with a good squeeze of the lemon or lime wedges. Accompany with walnuts and grilled haloumi on the side.",1879.0,40.8,12.5,25.7,5.4,10.2,True,ok
Mustard Mayo Chicken Salad,https://www.monashfodmap.com/recipe/mustard-mayo-chicken-salad/,Serves: 4,Cook: 20 minutes,14,"Salads are a great low FODMAP take to work option, and you can make them super portable by popping them in a jar.",4,PT10M,PT20M,PT30M,"Chicken breast | Tbsp olive oil | 2 medium potatoes | 2 small radishes | 1 small cucumber | 2 medium tomatoes | 2 packed cups of baby spinach | Tbsp mayonnaise (recipe below) | 2 tsp wholegrain mustard | 2 tsp lemon juice | ½ tsp pure maple syrup | Salt and pepper, to season","Scrub the potatoes and chop them into small pieces. Place them into a small saucepan, cover with water, and bring to a rolling boil over medium high heat. Reduce heat to medium and allow to cook for 10 to 15 minutes until soft. Drain and set aside to cool or refrigerate overnight. | Cut the chicken into cubes. Place in a bowl and mix through a drizzle of olive oil and a few grinds of salt and pepper. Preheat a medium sized frypan over medium high heat. Add the chicken, once the pan is hot. Fry for 4 to 5 minutes, stirring every now and then. Remove once the chicken is golden and cooked through. | Prepare your salad ingredients. Wash and thinly slice the radishes. Dice the tomatoes. Peel and thinly slice the cucumber. | Make the mustard mayo by mixing together the mayonnaise, lemon juice, maple syrup, and wholegrain mayonnaise. Then season with salt and pepper. | Assemble your salad by dividing the ingredients between two jars. Place a layer of mustard mayo on the bottom of each jar, then add a layer of spinach, tomato, cucumber, radish, chicken and potato. Then repeat with remaining ingredients. | Keep cold and eat within two days. Frozen icepacks are a great way to keep chicken salads cold at work.",1070.0,13.8,20.5,13.1,4.4,9.5,True,ok
